Idade,Faixa idade,Gênero,UF,Nível de Ensino,Área de Formação,Situação atual de trabalho,Setor,Número de Funcionários,Gestor?,Cargo como Gestor,Cargo Atual,Senioridade,Faixa salarial,Experiência na área de dados,Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?,Forma de trabalho,Forma de trabalho ideal,Qual o número aproximado de pessoas que atuam com dados na sua empresa hoje,Atuaçao,Quais das fontes de dados listadas você já analisou ou processou no trabalho,Dados relacionais,Dados em bancos NoSQL,Imagens,Textos/Documentos,Vídeos,Áudios,Planilhas,Dados georeferenciados,"Entre as fontes de dados listadas, quais você utiliza na maior parte do tempo?",Dados relacionais,Dados em bancos NoSQL,Imagens,Textos/Documentos,Vídeos,Áudios,Planilhas,Dados georeferenciados,Quais das linguagens listadas abaixo você utiliza no trabalho?,SQL,R,Python,C/C++/C#,.NET,Java,Julia,SAS/Stata,Visual Basic/VBA,Scala,Matlab,PHP,Javascript,Não utilizo nenhuma linguagem,"Entre as linguagens listadas abaixo, qual é a que você mais utiliza no trabalho?",SQL,R,Python,C/C++/C#,.NET,Java,Julia,SAS/Stata,Visual Basic/VBA,Scala,Matlab,PHP,Javascript,Não utilizo nenhuma linguagem,Quais dos bancos de dados/fontes de dados listados abaixo você utiliza no trabalho?,MySQL,Oracle,SQL SERVER,SAP,Amazon Aurora ou RDS,Amazon DynamoDB,CoachDB,Cassandra,MongoDB,MariaDB,Datomic,S3,PostgreSQL,ElasticSearch,DB2,Microsoft Access,SQLite,Sybase,Firebase,Vertica,Redis,Neo4J,Google BigQuery,Google Firestore,Amazon Redshift,Amazon Athena,Snowflake,Databricks,HBase,Presto,Splunk,SAP HANA,Hive,Firebird,Quais das opções de Cloud listadas abaixo você utiliza no trabalho?,AWS,Google Cloud,Azure,Oracle Cloud,IBM,Servidores On Premise/Não utilizamos Cloud,Cloud Própria
38,35-39,Masculino,SP,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Área da Saúde,de 11 a 50,0,,Estatístico,Sênior,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo 100% remoto,,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Textos/Documentos, Planilhas, Dados georeferenciados",1,0,0,1,0,0,1,1,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"SQL, R, Python, Visual Basic/VBA",1,1,1,0,0,0,0,0,1,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oracle, MySQL, SQL SERVER",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Servidores On Premise/Não utilizamos Cloud,0,0,0,0,0,1,0
28,25-29,Masculino,MG,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Educação,Acima de 3000,0,,Cientista de Dados/Data Scientist,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Ciência de Dados,"Dados relacionais (estruturados em bancos SQL), Planilhas, Textos/Documentos",1,0,0,1,0,0,1,0,Dados relacionais (estruturados em bancos SQL),1,0,0,0,0,0,0,0,"SQL, Python",1,0,1,0,0,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oracle, SQL SERVER, Snowflake, S3, Databricks, MySQL, Amazon Aurora ou RDS, PostgreSQL, Amazon Athena",1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"Amazon Web Services (AWS), Oracle Cloud",1,0,0,1,0,0,0
26,25-29,Masculino,MG,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Outro,de 501 a 1000,0,,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,de 2 a 3 anos,Modelo 100% remoto,Modelo 100% remoto,,Ciência de Dados,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL, Imagens, Textos/Documentos, Vídeos, Áudios, Planilhas, Dados georeferenciados",1,1,1,1,1,1,1,1,Dados relacionais (estruturados em bancos SQL),1,0,0,0,0,0,0,0,"SQL, R, Python, JavaScript",1,1,1,0,0,1,0,0,0,0,0,0,1,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Hive, Databricks, SQL SERVER",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Azure (Microsoft),0,0,1,0,0,0,0
31,30-34,Masculino,GO,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Imobiliário,de 1001 a 3000,0,,Analista de Dados/Data Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Mais de 10 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Planilhas, Dados georeferenciados, Dados armazenados em bancos NoSQL, Textos/Documentos",1,1,0,1,0,0,1,1,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"SQL, Visual Basic/VBA, JavaScript",1,0,0,0,0,1,0,0,1,0,0,0,1,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"PostgreSQL, MySQL, SQLite, Microsoft Access",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Servidores On Premise/Não utilizamos Cloud, Faitec",0,0,0,0,0,1,0
31,30-34,Feminino,MG,Doutorado ou Phd,Outras Engenharias,Empregado (CLT),Varejo,Acima de 3000,0,,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Menos de 1 ano,Modelo 100% remoto,Modelo 100% remoto,,Ciência de Dados,"Planilhas, Textos/Documentos, Dados relacionais (estruturados em bancos SQL)",1,0,0,1,0,0,1,0,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"Python, SQL",1,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Amazon Athena, Amazon Redshift, Google BigQuery",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"Amazon Web Services (AWS), Google Cloud (GCP)",1,1,0,0,0,0,0
44,40-44,Masculino,SP,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,de 501 a 1000,0,,Outro,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial,,Outra,"Planilhas, Textos/Documentos",0,0,0,1,0,0,1,0,Planilhas,0,0,0,0,0,0,1,0,Não utilizo nenhuma das linguagens listadas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Não utilizo nenhuma das linguagens listadas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Não utilizo nenhum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Servidores On Premise/Não utilizamos Cloud,0,0,0,0,0,1,0
43,40-44,Masculino,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Educação,de 101 a 500,0,,Professor,Pleno,de R$ 16.001/mês a R$ 20.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% presencial,Modelo 100% presencial,,Outra,Planilhas,0,0,0,0,0,0,1,0,Planilhas,0,0,0,0,0,0,1,0,Não utilizo nenhuma das linguagens listadas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Não utilizo nenhuma das linguagens listadas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Google Firestore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Cloud Própria, Google Cloud (GCP)",0,1,0,0,0,0,1
30,30-34,Masculino,SC,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Acima de 3000,0,,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Menos de 1 ano,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,Dados relacionais (estruturados em bancos SQL),1,0,0,0,0,0,0,0,"SQL, R, Python",1,1,1,0,0,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Databricks, Amazon Athena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Amazon Web Services (AWS),1,0,0,0,0,0,0
26,25-29,Masculino,SP,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Área da Saúde,Acima de 3000,0,,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL, Planilhas, Dados georeferenciados",1,1,0,0,0,0,1,1,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"SQL, Python, Visual Basic/VBA",1,0,1,0,0,0,0,0,1,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Amazon Redshift, Oracle, Microsoft Access, Databricks, SQL SERVER, Google BigQuery",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,Google Cloud (GCP),0,1,0,0,0,0,0
29,25-29,Feminino,Exterior,Graduação/Bacharelado,Outras Engenharias,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Finanças ou Bancos,de 1001 a 3000,0,,Analista de Dados/Data Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"SQL, Python",1,0,1,0,0,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Firebase, PostgreSQL, Snowflake, Presto, Google BigQuery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Amazon Web Services (AWS),1,0,0,0,0,0,0
33,30-34,Masculino,PI,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Agronegócios,de 101 a 500,0,,Estatístico,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Menos de 1 ano,Modelo 100% presencial,Modelo 100% presencial,,Engenharia de Dados,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"SQL, Python",1,0,1,0,0,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"SQL SERVER, Oracle",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Servidores On Premise/Não utilizamos Cloud,0,0,0,0,0,1,0
29,25-29,Masculino,Exterior,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Tecnologia/Fábrica de Software,de 101 a 500,0,,Engenheiro de Dados/Data Engineer,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 2 a 3 anos,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial,,Engenharia de Dados,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL, Textos/Documentos, Planilhas, Dados georeferenciados",1,1,0,1,0,0,1,1,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL",1,1,0,0,0,0,0,0,"Python, SQL",1,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"S3, Amazon Athena, Amazon Redshift, PostgreSQL, DynamoDB, Amazon Aurora ou RDS",0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Amazon Web Services (AWS),1,0,0,0,0,0,0
27,25-29,Masculino,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3000,0,,Engenheiro de Dados/Data Engineer,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 6 a 10 anos,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Engenharia de Dados,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL, Imagens, Textos/Documentos, Planilhas, Dados georeferenciados",1,1,1,1,0,0,1,1,"Dados relacionais (estruturados em bancos SQL), Textos/Documentos",1,0,0,1,0,0,0,0,"SQL, Python, Java, Scala, JavaScript",1,0,1,0,0,1,0,0,0,1,0,0,1,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"PostgreSQL, MySQL, Cassandra, Hive, HBase, Presto, DynamoDB, Amazon Aurora ou RDS, Amazon Athena, Redis, Databricks, S3, Amazon Redshift, MongoDB",1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,Amazon Web Services (AWS),1,0,0,0,0,0,0
32,30-34,Masculino,MT,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,de 1001 a 3000,0,,Desenvolvedor ou Engenheiro de Software,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,de 1 a 2 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Textos/Documentos, Planilhas",1,0,0,1,0,0,1,0,Dados relacionais (estruturados em bancos SQL),1,0,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Oracle,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Servidores On Premise/Não utilizamos Cloud,0,0,0,0,0,1,0
25,25-29,Masculino,,Pós-graduação,Outras Engenharias,Empregado (CLT),Varejo,de 1001 a 3000,0,,Analista de Dados/Data Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo 100% remoto,,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Planilhas, Dados georeferenciados",1,0,0,0,0,0,1,1,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"SQL, Python, R",1,1,1,0,0,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,SQL SERVER,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Azure (Microsoft),0,0,1,0,0,0,0
29,25-29,Masculino,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 51 a 100,0,,DBA/Administrador de Banco de Dados,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Outra,"Dados relacionais (estruturados em bancos SQL), Planilhas, Textos/Documentos",1,0,0,1,0,0,1,0,"Dados relacionais (estruturados em bancos SQL), Textos/Documentos",1,0,0,1,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,SQL SERVER,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Amazon Web Services (AWS), Azure (Microsoft)",1,0,1,0,0,0,0
35,35-39,Masculino,RJ,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Empregado (CLT),Tecnologia/Fábrica de Software,de 11 a 50,0,,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Análise de Dados,"Planilhas, Dados relacionais (estruturados em bancos SQL), Textos/Documentos",1,0,0,1,0,0,1,0,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"R, SQL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,R,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SQL SERVER,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Azure (Microsoft),0,0,1,0,0,0,0
29,25-29,Masculino,CE,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Educação,de 101 a 500,0,,Engenheiro de Dados/Data Engineer,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,de 6 a 10 anos,Modelo 100% remoto,Modelo 100% remoto,,Engenharia de Dados,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL, Planilhas, Textos/Documentos",1,1,0,1,0,0,1,0,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL",1,1,0,0,0,0,0,0,"SQL, Python, JavaScript",1,0,1,0,0,1,0,0,0,0,0,0,1,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"MySQL, Hive, Amazon Aurora ou RDS, Amazon Athena, S3, Elasticsearch",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Amazon Web Services (AWS),1,0,0,0,0,0,0
25,25-29,Masculino,SE,Mestrado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,0,,Cientista de Dados/Data Scientist,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Ciência de Dados,Planilhas,0,0,0,0,0,0,1,0,Planilhas,0,0,0,0,0,0,1,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servidores On Premise/Não utilizamos Cloud,0,0,0,0,0,1,0
41,40-44,Masculino,RJ,Pós-graduação,Outras Engenharias,Empregado (CLT),Energia,de 101 a 500,0,,Analista de Negócios/Business Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo 100% remoto,,Outra,Planilhas,0,0,0,0,0,0,1,0,Planilhas,0,0,0,0,0,0,1,0,Não utilizo nenhuma das linguagens listadas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Não utilizo nenhuma das linguagens listadas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Nenhum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Servidores On Premise/Não utilizamos Cloud,0,0,0,0,0,1,0
29,25-29,Masculino,SP,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Agronegócios,Acima de 3000,0,,Analista de Negócios/Business Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial,,Outra,"Planilhas, Dados relacionais (estruturados em bancos SQL)",1,0,0,0,0,0,1,0,Dados relacionais (estruturados em bancos SQL),1,0,0,0,0,0,0,0,"SQL, Não utilizo nenhuma das linguagens listadas",1,0,0,0,0,0,0,0,0,0,0,0,0,1,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Oracle,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Servidores On Premise/Não utilizamos Cloud,0,0,0,0,0,1,0
26,25-29,Masculino,SP,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Empregado (CLT),Tecnologia/Fábrica de Software,de 1001 a 3000,0,,Cientista de Dados/Data Scientist,Sênior,de R$ 30.001/mês a R$ 40.000/mês,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo 100% remoto,,Ciência de Dados,Dados relacionais (estruturados em bancos SQL),1,0,0,0,0,0,0,0,Dados relacionais (estruturados em bancos SQL),1,0,0,0,0,0,0,0,"R, Python, SQL",1,1,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Presto, Databricks, PostgreSQL, SQL SERVER",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Amazon Web Services (AWS),1,0,0,0,0,0,0
33,30-34,Masculino,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,de 1001 a 3000,0,,Engenheiro de Machine Learning/ML Engineer,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,de 4 a 5 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Ciência de Dados,"Dados relacionais (estruturados em bancos SQL), Planilhas, Dados georeferenciados, Dados armazenados em bancos NoSQL",1,1,0,0,0,0,1,1,Dados relacionais (estruturados em bancos SQL),1,0,0,0,0,0,0,0,"SQL, Python, Scala",1,0,1,0,0,0,0,0,0,1,0,0,0,0,Scala,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Google BigQuery, Databricks",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Amazon Web Services (AWS),1,0,0,0,0,0,0
28,25-29,Masculino,MG,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional,Empregado (CLT),Consultoria,Acima de 3000,0,,Analista de Dados/Data Analyst,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Menos de 1 ano,Modelo 100% remoto,Modelo 100% remoto,,Outra,"Dados relacionais (estruturados em bancos SQL), Planilhas, Dados georeferenciados",1,0,0,0,0,0,1,1,Dados relacionais (estruturados em bancos SQL),1,0,0,0,0,0,0,0,"SQL, R",1,1,0,0,0,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"SQL SERVER, Databricks",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Azure (Microsoft),0,0,1,0,0,0,0
28,25-29,Masculino,PR,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Automotivo,Acima de 3000,0,,Desenvolvedor ou Engenheiro de Software,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Não tenho experiência na área de dados,de 4 a 5 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Outra,"Planilhas, Medição de sensores",0,0,0,0,0,0,1,0,Planilhas,0,0,0,0,0,0,1,0,"C/C++/C#, Matlab, Python",0,0,1,1,0,0,0,0,0,0,1,0,0,0,C/C++/C#,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nenhum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Azure (Microsoft),0,0,1,0,0,0,0
24,22-24,Masculino,SP,Graduação/Bacharelado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Entretenimento ou Esportes,Acima de 3000,0,,Engenheiro de Dados/Data Engineer,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,de 4 a 5 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Engenharia de Dados,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL, Planilhas, Textos/Documentos",1,1,0,1,0,0,1,0,Dados armazenados em bancos NoSQL,0,1,0,0,0,0,0,0,"Python, Java, Scala, JavaScript",0,0,1,0,0,1,0,0,0,1,0,0,1,0,Scala,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"MongoDB, Google BigQuery, HDFS",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Google Cloud (GCP),0,1,0,0,0,0,0
